0,21.1409396,105.704698,84.5637584,190.268456,0,21.1409396,21.1409396,21.1409396,84.5637584,63.4228188,63.4228188,63.4228188,42.2818792,84.5637584,105.704698,0,21.1409396,0,190.268456,0,21.1409396,0,21.1409396,84.5637584,63.4228188,105.704698,0,0,0,21.1409396,84.5637584,0,0,21.1409396,211.409396,0,0,105.704698,0,0,0,21.1409396,42.2818792,21.1409396,21.1409396,21.1409396,84.5637584,105.704698,0,0,0,42.2818792,21.1409396,42.2818792,0,63.4228188,63.4228188,63.4228188,21.1409396,0,211.409396,105.704698,0,21.1409396,0,105.704698,0,126.845637,21.1409396,0,105.704698,84.5637584,105.704698,63.4228188,0,84.5637584,21.1409396,84.5637584,21.1409396,0,84.5637584,0,84.5637584,126.845637,21.1409396,0,0,0,21.1409396,0,21.1409396,0,21.1409396,0,84.5637584,0,0,0,21.1409396
0,0,126.845637,21.1409396,0,21.1409396,21.1409396,0,84.5637584,0,0,0,0,0,0,126.845637,21.1409396,0,0,42.2818792,105.704698,211.409396,21.1409396,0,21.1409396,190.268456,105.704698,0,63.4228188,0,0,211.409396,21.1409396,105.704698,21.1409396,21.1409396,0,21.1409396,105.704698,63.4228188,0,84.5637584,63.4228188,0,0,126.845637,0,84.5637584,21.1409396,21.1409396,21.1409396,0,105.704698,0,21.1409396,21.1409396,0,0,190.268456,63.4228188,63.4228188,0,0,0,126.845637,0,126.845637,42.2818792,0,0,105.704698,0,63.4228188,105.704698,0,21.1409396,105.704698,0,0,0,21.1409396,42.2818792,21.1409396,105.704698,63.4228188,0,105.704698,21.1409396,0,63.4228188,84.5637584,0,126.845637,21.1409396,126.845637,21.1409396,84.5637584,21.1409396,0,0
0,0,0,21.1409396,63.4228188,21.1409396,0,0,0,63.4228188,21.1409396,84.5637584,0,21.1409396,0,211.409396,42.2818792,21.1409396,21.1409396,0,0,105.704698,0,0,63.4228188,84.5637584,63.4228188,0,105.704698,63.4228188,21.1409396,63.4228188,21.1409396,84.5637584,21.1409396,63.4228188,0,0,0,63.4228188,0,211.409396,105.704698,21.1409396,63.4228188,21.1409396,0,42.2818792,105.704698,63.4228188,63.4228188,42.2818792,21.1409396,126.845637,190.268456,0,0,0,0,0,126.845637,0,0,21.1409396,105.704698,126.845637,0,0,0,0,0,0,0,0,21.1409396,21.1409396,0,21.1409396,0,0,0,84.5637584,42.2818792,0,63.4228188,0,42.2818792,21.1409396,21.1409396,21.1409396,63.4228188,84.5637584,105.704698,63.4228188,63.4228188,21.1409396,21.1409396,0,0,0
0,63.4228188,0,63.4228188,21.1409396,126.845637,0,105.704698,84.5637584,21.1409396,63.4228188,0,21.1409396,0,0,0,0,21.1409396,0,21.1409396,63.4228188,42.2818792,0,0,0,84.5637584,0,21.1409396,21.1409396,21.1409396,0,147.986577,21.1409396,84.5637584,0,21.1409396,0,21.1409396,126.845637,63.4228188,84.5637584,0,21.1409396,21.1409396,105.704698,21.1409396,126.845637,63.4228188,63.4228188,21.1409396,0,0,21.1409396,0,84.5637584,63.4228188,0,0,0,0,0,105.704698,0,105.704698,147.986577,147.986577,21.1409396,63.4228188,84.5637584,21.1409396,21.1409396,63.4228188,0,0,0,84.5637584,105.704698,21.1409396,63.4228188,105.704698,21.1409396,63.4228188,0,21.1409396,0,0,21.1409396,63.4228188,0,0,105.704698,21.1409396,42.2818792,21.1409396,21.1409396,0,63.4228188,21.1409396,21.1409396,84.5637584
0,0,84.5637584,0,21.1409396,0,21.1409396,63.4228188,105.704698,21.1409396,0,0,105.704698,0,0,21.1409396,84.5637584,0,190.268456,42.2818792,21.1409396,42.2818792,0,0,0,21.1409396,190.268456,21.1409396,0,84.5637584,21.1409396,63.4228188,0,105.704698,0,0,63.4228188,21.1409396,0,84.5637584,0,105.704698,0,126.845637,105.704698,0,0,0,21.1409396,84.5637584,0,63.4228188,105.704698,21.1409396,105.704698,21.1409396,0,0,0,105.704698,0,0,0,21.1409396,63.4228188,126.845637,0,0,105.704698,0,0,105.704698,63.4228188,0,63.4228188,0,84.5637584,21.1409396,0,0,63.4228188,63.4228188,0,63.4228188,63.4228188,63.4228188,21.1409396,21.1409396,0,63.4228188,147.986577,84.5637584,105.704698,0,0,0,21.1409396,63.4228188,21.1409396,21.1409396
0,190.268456,21.1409396,105.704698,0,0,0,21.1409396,0,105.704698,0,63.4228188,21.1409396,21.1409396,84.5637584,42.2818792,126.845637,0,21.1409396,63.4228188,0,0,0,21.1409396,0,0,0,42.2818792,0,21.1409396,84.5637584,126.845637,21.1409396,0,21.1409396,63.4228188,0,0,0,21.1409396,0,105.704698,21.1409396,105.704698,0,21.1409396,0,21.1409396,21.1409396,63.4228188,21.1409396,21.1409396,211.409396,105.704698,0,0,105.704698,105.704698,126.845637,0,190.268456,21.1409396,84.5637584,21.1409396,0,21.1409396,21.1409396,0,63.4228188,0,0,84.5637584,0,21.1409396,0,0,84.5637584,0,21.1409396,0,126.845637,21.1409396,0,21.1409396,21.1409396,0,21.1409396,105.704698,0,0,21.1409396,21.1409396,0,0,21.1409396,42.2818792,190.268456,63.4228188,21.1409396,0
0,21.1409396,21.1409396,0,0,0,84.5637584,0,0,63.4228188,63.4228188,0,84.5637584,0,126.845637,105.704698,0,0,21.1409396,126.845637,0,21.1409396,0,0,126.845637,0,21.1409396,63.4228188,211.409396,190.268456,0,0,21.1409396,63.4228188,126.845637,0,21.1409396,21.1409396,84.5637584,0,63.4228188,0,21.1409396,21.1409396,0,21.1409396,84.5637584,21.1409396,0,21.1409396,147.986577,0,21.1409396,21.1409396,63.4228188,21.1409396,0,0,84.5637584,0,21.1409396,105.704698,63.4228188,21.1409396,84.5637584,0,21.1409396,84.5637584,0,0,126.845637,0,105.704698,21.1409396,21.1409396,21.1409396,0,211.409396,0,0,0,126.845637,21.1409396,0,0,21.1409396,105.704698,105.704698,0,0,21.1409396,21.1409396,0,21.1409396,105.704698,21.1409396,0,0,0,147.986577
21.1409396,105.704698,105.704698,126.845637,21.1409396,0,0,21.1409396,21.1409396,0,0,21.1409396,84.5637584,0,84.5637584,21.1409396,84.5637584,63.4228188,0,21.1409396,21.1409396,84.5637584,0,63.4228188,21.1409396,211.409396,21.1409396,0,84.5637584,84.5637584,0,21.1409396,105.704698,0,0,63.4228188,84.5637584,0,105.704698,126.845637,21.1409396,0,21.1409396,0,21.1409396,0,84.5637584,0,0,0,21.1409396,126.845637,0,63.4228188,84.5637584,21.1409396,211.409396,0,21.1409396,21.1409396,21.1409396,0,0,63.4228188,63.4228188,21.1409396,0,211.409396,21.1409396,0,190.268456,126.845637,0,21.1409396,84.5637584,105.704698,0,63.4228188,0,0,0,0,21.1409396,21.1409396,84.5637584,0,126.845637,84.5637584,21.1409396,105.704698,0,21.1409396,0,21.1409396,0,84.5637584,126.845637,0,0,0
21.1409396,0,63.4228188,0,21.1409396,0,63.4228188,105.704698,0,211.409396,126.845637,0,84.5637584,63.4228188,21.1409396,0,0,105.704698,42.2818792,126.845637,126.845637,0,0,0,0,84.5637584,21.1409396,0,0,0,42.2818792,0,84.5637584,190.268456,84.5637584,21.1409396,0,21.1409396,21.1409396,0,0,0,0,105.704698,84.5637584,0,84.5637584,84.5637584,0,0,0,0,126.845637,0,21.1409396,0,126.845637,0,21.1409396,147.986577,42.2818792,190.268456,21.1409396,0,42.2818792,21.1409396,63.4228188,84.5637584,0,21.1409396,0,21.1409396,0,84.5637584,0,105.704698,21.1409396,0,84.5637584,21.1409396,63.4228188,21.1409396,0,21.1409396,211.409396,21.1409396,105.704698,0,147.986577,21.1409396,105.704698,21.1409396,21.1409396,0,0,105.704698,0,0,0,21.1409396
21.1409396,0,0,0,0,105.704698,0,21.1409396,0,147.986577,0,21.1409396,21.1409396,21.1409396,105.704698,105.704698,0,63.4228188,0,0,0,63.4228188,21.1409396,0,211.409396,126.845637,0,84.5637584,0,0,0,0,63.4228188,63.4228188,0,0,105.704698,105.704698,0,126.845637,42.2818792,21.1409396,0,0,21.1409396,190.268456,21.1409396,0,0,0,126.845637,21.1409396,84.5637584,105.704698,0,0,21.1409396,21.1409396,21.1409396,84.5637584,63.4228188,21.1409396,0,0,0,0,63.4228188,0,0,21.1409396,84.5637584,84.5637584,0,126.845637,84.5637584,0,0,63.4228188,63.4228188,21.1409396,21.1409396,0,0,0,0,42.2818792,0,0,0,21.1409396,0,84.5637584,0,21.1409396,105.704698,0,42.2818792,42.2818792,42.2818792,0
0,0,0,0,147.986577,63.4228188,0,0,0,105.704698,21.1409396,0,211.409396,105.704698,0,0,0,0,0,21.1409396,0,21.1409396,63.4228188,0,105.704698,0,63.4228188,0,21.1409396,42.2818792,105.704698,0,105.704698,0,0,0,84.5637584,84.5637584,63.4228188,0,0,0,42.2818792,21.1409396,126.845637,0,105.704698,0,0,63.4228188,84.5637584,0,21.1409396,0,21.1409396,42.2818792,0,21.1409396,0,84.5637584,105.704698,21.1409396,21.1409396,0,0,0,21.1409396,0,0,105.704698,63.4228188,0,21.1409396,126.845637,0,0,0,21.1409396,190.268456,0,63.4228188,0,126.845637,21.1409396,63.4228188,0,147.986577,21.1409396,0,0,21.1409396,0,21.1409396,21.1409396,0,42.2818792,0,147.986577,84.5637584,105.704698
0,0,21.1409396,126.845637,0,105.704698,21.1409396,0,21.1409396,0,21.1409396,42.2818792,0,0,105.704698,126.845637,84.5637584,126.845637,147.986577,0,0,0,21.1409396,21.1409396,21.1409396,0,63.4228188,0,21.1409396,0,211.409396,0,0,0,0,0,0,0,105.704698,21.1409396,0,0,105.704698,21.1409396,0,105.704698,0,63.4228188,63.4228188,0,0,63.4228188,0,84.5637584,0,0,0,84.5637584,0,63.4228188,21.1409396,21.1409396,0,84.5637584,21.1409396,0,0,105.704698,21.1409396,0,105.704698,147.986577,0,21.1409396,0,0,21.1409396,21.1409396,84.5637584,0,0,21.1409396,21.1409396,0,21.1409396,0,0,84.5637584,42.2818792,0,63.4228188,105.704698,63.4228188,63.4228188,0,0,0,0,0,0
0,0,0,84.5637584,105.704698,0,63.4228188,21.1409396,0,21.1409396,0,84.5637584,105.704698,126.845637,21.1409396,0,63.4228188,84.5637584,21.1409396,0,0,21.1409396,0,147.986577,0,21.1409396,126.845637,0,126.845637,63.4228188,0,0,63.4228188,0,105.704698,63.4228188,0,105.704698,63.4228188,0,21.1409396,63.4228188,63.4228188,0,42.2818792,0,105.704698,0,0,21.1409396,84.5637584,147.986577,0,126.845637,0,21.1409396,21.1409396,0,21.1409396,105.704698,0,0,105.704698,84.5637584,0,190.268456,21.1409396,21.1409396,105.704698,0,42.2818792,21.1409396,0,42.2818792,0,0,0,0,105.704698,84.5637584,21.1409396,0,0,0,0,0,63.4228188,105.704698,0,21.1409396,105.704698,0,21.1409396,105.704698,0,0,126.845637,0,63.4228188,0
0,21.1409396,190.268456,21.1409396,63.4228188,21.1409396,0,63.4228188,0,0,0,0,21.1409396,0,21.1409396,0,0,0,0,0,84.5637584,0,126.845637,0,21.1409396,42.2818792,21.1409396,21.1409396,0,21.1409396,0,42.2818792,0,0,190.268456,0,21.1409396,0,21.1409396,0,0,0,126.845637,0,0,42.2818792,21.1409396,21.1409396,84.5637584,0,0,63.4228188,0,0,211.409396,21.1409396,0,84.5637584,21.1409396,0,63.4228188,21.1409396,21.1409396,126.845637,0,0,63.4228188,0,21.1409396,0,0,0,0,0,21.1409396,126.845637,21.1409396,21.1409396,21.1409396,0,84.5637584,147.986577,0,211.409396,190.268456,21.1409396,0,211.409396,21.1409396,105.704698,84.5637584,105.704698,84.5637584,0,0,21.1409396,21.1409396,63.4228188,0,0
0,21.1409396,21.1409396,0,0,126.845637,126.845637,0,21.1409396,21.1409396,105.704698,105.704698,21.1409396,21.1409396,0,21.1409396,105.704698,0,84.5637584,0,21.1409396,0,21.1409396,126.845637,21.1409396,0,0,0,0,0,63.4228188,21.1409396,0,21.1409396,0,42.2818792,126.845637,0,0,105.704698,0,105.704698,21.1409396,63.4228188,0,211.409396,0,0,0,0,0,0,0,84.5637584,21.1409396,147.986577,190.268456,21.1409396,84.5637584,21.1409396,21.1409396,0,0,0,63.4228188,0,0,0,63.4228188,0,63.4228188,21.1409396,21.1409396,105.704698,211.409396,211.409396,63.4228188,0,21.1409396,126.845637,63.4228188,21.1409396,0,84.5637584,0,0,0,0,0,21.1409396,63.4228188,21.1409396,0,0,0,84.5637584,105.704698,84.5637584,84.5637584,63.4228188
0,21.1409396,126.845637,21.1409396,126.845637,21.1409396,126.845637,21.1409396,0,42.2818792,63.4228188,0,42.2818792,21.1409396,42.2818792,0,0,84.5637584,0,0,0,84.5637584,0,0,21.1409396,0,42.2818792,0,126.845637,63.4228188,126.845637,21.1409396,21.1409396,21.1409396,0,84.5637584,0,126.845637,84.5637584,0,63.4228188,0,0,21.1409396,0,105.704698,147.986577,0,0,63.4228188,21.1409396,21.1409396,0,0,84.5637584,126.845637,0,0,21.1409396,21.1409396,84.5637584,84.5637584,0,0,0,63.4228188,0,21.1409396,21.1409396,63.4228188,126.845637,84.5637584,126.845637,42.2818792,105.704698,21.1409396,126.845637,0,126.845637,21.1409396,126.845637,21.1409396,63.4228188,0,0,0,0,42.2818792,0,0,21.1409396,21.1409396,211.409396,0,0,0,0,21.1409396,0,21.1409396
0,21.1409396,147.986577,105.704698,63.4228188,0,84.5637584,0,105.704698,0,21.1409396,63.4228188,0,21.1409396,21.1409396,21.1409396,0,21.1409396,21.1409396,0,105.704698,0,0,105.704698,0,105.704698,21.1409396,126.845637,21.1409396,105.704698,0,0,84.5637584,21.1409396,63.4228188,84.5637584,0,0,21.1409396,63.4228188,21.1409396,21.1409396,0,21.1409396,21.1409396,0,84.5637584,0,0,0,0,105.704698,21.1409396,0,0,0,0,21.1409396,63.4228188,21.1409396,0,0,21.1409396,147.986577,211.409396,63.4228188,0,84.5637584,0,105.704698,21.1409396,42.2818792,0,63.4228188,126.845637,0,0,84.5637584,63.4228188,0,105.704698,0,0,21.1409396,0,21.1409396,0,84.5637584,21.1409396,0,0,0,84.5637584,21.1409396,21.1409396,0,0,21.1409396,0,0
0,0,42.2818792,21.1409396,126.845637,21.1409396,84.5637584,84.5637584,190.268456,190.268456,42.2818792,0,0,0,0,0,84.5637584,190.268456,63.4228188,147.986577,0,0,0,21.1409396,0,0,63.4228188,84.5637584,0,0,84.5637584,84.5637584,0,84.5637584,84.5637584,84.5637584,21.1409396,84.5637584,63.4228188,147.986577,0,0,21.1409396,21.1409396,21.1409396,84.5637584,0,21.1409396,21.1409396,0,0,21.1409396,0,21.1409396,21.1409396,63.4228188,0,63.4228188,0,63.4228188,105.704698,84.5637584,0,105.704698,126.845637,21.1409396,42.2818792,0,0,0,0,0,105.704698,0,21.1409396,0,63.4228188,0,21.1409396,211.409396,21.1409396,0,147.986577,105.704698,0,63.4228188,0,63.4228188,63.4228188,63.4228188,0,21.1409396,84.5637584,21.1409396,0,0,21.1409396,21.1409396,63.4228188,21.1409396
0,84.5637584,21.1409396,126.845637,84.5637584,0,0,0,84.5637584,0,147.986577,21.1409396,126.845637,21.1409396,21.1409396,21.1409396,0,0,0,105.704698,0,21.1409396,0,0,0,63.4228188,0,0,0,0,0,0,126.845637,0,42.2818792,105.704698,21.1409396,63.4228188,84.5637584,105.704698,21.1409396,84.5637584,211.409396,84.5637584,0,0,21.1409396,0,147.986577,0,126.845637,84.5637584,84.5637584,0,21.1409396,0,21.1409396,0,63.4228188,190.268456,21.1409396,126.845637,211.409396,190.268456,0,21.1409396,0,0,21.1409396,21.1409396,84.5637584,0,0,21.1409396,63.4228188,63.4228188,126.845637,0,84.5637584,21.1409396,0,126.845637,0,190.268456,0,0,0,0,105.704698,126.845637,0,0,0,84.5637584,0,0,0,21.1409396,105.704698,0
0,126.845637,0,63.4228188,126.845637,21.1409396,84.5637584,21.1409396,84.5637584,126.845637,0,84.5637584,0,0,63.4228188,0,105.704698,211.409396,21.1409396,84.5637584,0,84.5637584,211.409396,105.704698,21.1409396,21.1409396,0,84.5637584,0,21.1409396,105.704698,21.1409396,0,21.1409396,84.5637584,0,0,21.1409396,126.845637,21.1409396,0,21.1409396,63.4228188,42.2818792,0,0,21.1409396,84.5637584,84.5637584,21.1409396,0,21.1409396,105.704698,0,0,0,21.1409396,126.845637,0,21.1409396,0,21.1409396,0,0,0,0,0,0,84.5637584,0,84.5637584,84.5637584,105.704698,105.704698,0,63.4228188,190.268456,0,21.1409396,0,0,0,126.845637,0,42.2818792,190.268456,0,105.704698,42.2818792,105.704698,0,190.268456,0,0,0,0,21.1409396,21.1409396,84.5637584,21.1409396
0,0,0,0,0,0,0,0,0,84.5637584,0,21.1409396,105.704698,0,211.409396,0,126.845637,105.704698,0,63.4228188,147.986577,0,0,0,0,0,126.845637,21.1409396,0,0,21.1409396,126.845637,0,0,105.704698,0,63.4228188,0,0,21.1409396,0,63.4228188,63.4228188,0,0,42.2818792,0,105.704698,126.845637,105.704698,0,21.1409396,63.4228188,211.409396,105.704698,63.4228188,21.1409396,0,42.2818792,0,63.4228188,0,0,0,0,84.5637584,0,84.5637584,0,21.1409396,21.1409396,0,126.845637,0,126.845637,21.1409396,84.5637584,147.986577,0,105.704698,0,190.268456,63.4228188,21.1409396,21.1409396,0,0,126.845637,84.5637584,0,21.1409396,0,21.1409396,21.1409396,42.2818792,0,0,0,105.704698,21.1409396
42.2818792,63.4228188,0,21.1409396,21.1409396,0,84.5637584,126.845637,0,84.5637584,0,21.1409396,21.1409396,21.1409396,63.4228188,0,211.409396,0,21.1409396,63.4228188,63.4228188,63.4228188,63.4228188,21.1409396,0,84.5637584,0,21.1409396,0,21.1409396,0,21.1409396,0,84.5637584,63.4228188,84.5637584,84.5637584,21.1409396,0,0,21.1409396,0,0,0,0,0,105.704698,21.1409396,21.1409396,0,0,105.704698,21.1409396,21.1409396,21.1409396,21.1409396,0,105.704698,0,0,0,126.845637,21.1409396,0,0,126.845637,0,21.1409396,126.845637,0,105.704698,0,126.845637,84.5637584,0,0,0,0,0,0,105.704698,84.5637584,0,63.4228188,105.704698,0,21.1409396,0,84.5637584,21.1409396,0,63.4228188,84.5637584,63.4228188,0,0,21.1409396,21.1409396,21.1409396,0
63.4228188,0,105.704698,0,84.5637584,147.986577,0,63.4228188,126.845637,0,21.1409396,105.704698,0,0,0,21.1409396,21.1409396,84.5637584,21.1409396,126.845637,0,0,105.704698,63.4228188,0,105.704698,0,0,63.4228188,126.845637,21.1409396,0,21.1409396,0,0,21.1409396,105.704698,211.409396,21.1409396,84.5637584,105.704698,42.2818792,0,0,21.1409396,21.1409396,0,84.5637584,0,63.4228188,0,0,147.986577,0,63.4228188,21.1409396,84.5637584,84.5637584,0,0,211.409396,63.4228188,63.4228188,84.5637584,63.4228188,84.5637584,147.986577,0,0,42.2818792,0,21.1409396,190.268456,211.409396,0,0,0,105.704698,84.5637584,105.704698,84.5637584,0,84.5637584,0,21.1409396,0,63.4228188,21.1409396,0,21.1409396,21.1409396,42.2818792,84.5637584,42.2818792,0,0,0,0,126.845637,0
